studentID	exerciseID	timestamp	withFeedback	feedback
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	aef5c7c3-ae44-448a-a9eb-de1243092a9d	2023-05-24T16:25:30.081Z	true	should have red color for the result text: expected 'rgb(0, 0, 0)' to equal 'rgb(255, 0, 0)'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	aef5c7c3-ae44-448a-a9eb-de1243092a9d	2023-05-24T16:25:53.163Z	true	should have red color for the result text: expected 'rgb(0, 0, 0)' to equal 'rgb(255, 0, 0)'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	aef5c7c3-ae44-448a-a9eb-de1243092a9d	2023-05-24T16:26:45.353Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	d941695c-9d50-4298-9670-479c63ec55d8	2023-05-24T16:45:42.678Z	true	Started exercise "Temperature Conversion"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	d941695c-9d50-4298-9670-479c63ec55d8	2023-05-24T16:46:32.449Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	d941695c-9d50-4298-9670-479c63ec55d8	2023-05-24T16:46:55.788Z	true	should convert Fahrenheit to Celsius correctly: expected '41.63' to equal '37.00'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	d941695c-9d50-4298-9670-479c63ec55d8	2023-05-24T16:47:07.765Z	true	Started exercise "Temperature Conversion"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	d941695c-9d50-4298-9670-479c63ec55d8	2023-05-24T16:49:35.665Z	true	should clear Fahrenheit input when Celsius input is not a number: expected '98.6' to equal ''
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	e92f31f9-dc54-4a86-91cf-ff70dd6336c0	2023-05-24T16:50:51.648Z	true	Started exercise "To-Do List"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	e92f31f9-dc54-4a86-91cf-ff70dd6336c0	2023-05-24T16:52:14.488Z	true	should have cursor: pointer for the add and reset buttons: Cursor should be pointer when hovering the Add button: expected 'default' to equal 'pointer'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	e92f31f9-dc54-4a86-91cf-ff70dd6336c0	2023-05-24T16:52:58.759Z	true	should remove a task from the list when clicking the delete button: Cannot read properties of null (reading 'click')
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5a7f9eb5-7544-4d29-b5e9-4ebd78d08e28	2023-05-24T16:54:52.672Z	true	Started exercise "To-Do List"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5a7f9eb5-7544-4d29-b5e9-4ebd78d08e28	2023-05-24T16:56:00.058Z	true	should add a task to the list when clicking the add button: Task should be added to the list: expected 0 to equal 1
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5a7f9eb5-7544-4d29-b5e9-4ebd78d08e28	2023-05-24T16:58:49.164Z	true	should add a task to the list when clicking the add button: Task text should be correct: expected 'Task 1 Delete' to equal 'Task 1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5a7f9eb5-7544-4d29-b5e9-4ebd78d08e28	2023-05-24T17:01:42.160Z	true	should remove a task from the list when clicking the delete button: Task should be removed from the list: expected 0 to equal 1
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5ac17839-5b89-48da-a821-320c9c7e81f3	2023-05-24T17:07:59.133Z	true	Started exercise "To-Do List"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5ac17839-5b89-48da-a821-320c9c7e81f3	2023-05-24T17:08:30.623Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	5ac17839-5b89-48da-a821-320c9c7e81f3	2023-05-24T17:09:48.077Z	true	should remove a task from the list when clicking the delete button: Cannot read properties of null (reading 'click')
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	9614947b-a063-49b4-8d2b-98b4e7ad3092	2023-05-24T17:12:06.550Z	true	Started exercise "To-Do List"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	9614947b-a063-49b4-8d2b-98b4e7ad3092	2023-05-24T17:12:32.180Z	true	should have cursor: pointer for the add and reset buttons: Cursor should be pointer when hovering the Add button: expected 'default' to equal 'pointer'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	9614947b-a063-49b4-8d2b-98b4e7ad3092	2023-05-24T17:12:43.892Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T22:31:07.026Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T22:31:13.446Z	true	We couldn't map your attempt's HTML elements to the solution's HTML elements. Please review your HTML structure and element relationships.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T22:32:20.018Z	false	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T22:35:03.844Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3fd32f60-efbd-4b7a-bde0-220f677dc7c6	2023-05-24T22:35:09.945Z	true	Started exercise "Countdown Timer"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	9614947b-a063-49b4-8d2b-98b4e7ad3092	2023-05-24T22:35:20.138Z	true	Started exercise "To-Do List"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	aef5c7c3-ae44-448a-a9eb-de1243092a9d	2023-05-24T22:35:42.747Z	true	Started exercise "Sum 2 Numbers"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	d941695c-9d50-4298-9670-479c63ec55d8	2023-05-24T22:35:47.450Z	true	Started exercise "Temperature Conversion"


dsadasdsada1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	ae0c8981-31e9-458f-94c5-aa1317c08e2e	2023-05-30T11:03:30.714Z	true	Started exercise "Sum 2 Numbers"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	ae0c8981-31e9-458f-94c5-aa1317c08e2e	2023-05-30T11:03:37.933Z	true	File: index.html - Element “head” is missing a required instance of child element “title”.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	ae0c8981-31e9-458f-94c5-aa1317c08e2e	2023-05-30T11:03:46.830Z	false	Started exercise "Sum 2 Numbers"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	ae0c8981-31e9-458f-94c5-aa1317c08e2e	2023-05-30T11:03:53.525Z	false	Incorrect
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	ae0c8981-31e9-458f-94c5-aa1317c08e2e	2023-05-30T11:03:57.074Z	false	Incorrect
